0.993796,0.994804,0.995662,0.994762,0.992443,0.600000,0.000000
0.993796,0.994804,0.995662,0.994762,0.992443,0.500000,0.000000
0.993796,0.994804,0.995662,0.994762,0.992443,0.500000,0.000000
0.993796,0.994804,0.995662,0.994762,0.959437,0.400000,0.000000
0.993796,0.994804,0.995662,0.994762,0.847459,0.700000,0.000000
0.993796,0.994804,0.995662,0.994762,0.992443,0.500000,0.000000
0.993796,0.994804,0.995662,0.994762,0.992443,0.600000,0.000000
0.993796,0.994804,0.995662,0.994762,0.992443,1.000000,0.000000
0.993796,0.994804,0.995662,0.994762,0.992443,1.000000,0.000000
0.993796,0.994804,0.995662,0.994762,0.992443,0.700000,0.000000
0.993796,0.994804,0.995662,0.994762,0.992443,0.500000,0.000000
0.993796,0.994804,0.995662,0.994762,0.992443,0.600000,0.000000
0.993796,0.994804,0.995662,0.994762,0.992443,1.000000,0.000000
0.993796,0.994804,0.995662,0.994762,0.992443,0.800000,0.000000
0.993796,0.994804,0.995662,0.994762,0.992443,0.600000,0.000000
0.993796,0.994804,0.995662,0.994762,0.992443,0.600000,0.000000
0.993796,0.994804,0.995662,0.556376,0.992443,0.600000,0.000000
0.993796,0.994804,0.995662,0.454073,0.307668,0.500000,0.000000
0.993796,0.994804,0.805109,0.297106,0.166005,0.400000,1.000000
0.993796,0.994804,0.995662,0.994762,0.992443,0.200000,0.000000
0.993796,0.994804,0.995662,0.994762,0.687830,0.200000,0.000000
0.993796,0.994804,0.995662,0.622390,0.283104,0.500000,0.000000
0.993796,0.994804,0.995662,0.994762,0.260831,0.200000,0.000000
0.993796,0.994804,0.995662,0.186870,0.123707,0.400000,1.000000
0.993796,0.994804,0.995662,0.994762,0.992443,0.500000,0.000000
0.993796,0.994804,0.995662,0.994762,0.992443,0.300000,0.000000
0.993796,0.994804,0.995662,0.994762,0.992443,0.000000,0.000000
0.993796,0.994804,0.995662,0.994762,0.992443,0.100000,0.000000
0.993796,0.994804,0.995662,0.994762,0.617472,0.600000,0.000000
0.947662,0.839303,0.995662,0.994762,0.788936,0.600000,0.000000
0.774789,0.587989,0.690787,0.994762,0.992443,0.500000,0.000000
0.396617,0.313455,0.388186,0.825222,0.992443,0.800000,1.000000
0.488078,0.093203,0.052234,0.045553,0.170449,0.700000,1.000000
0.993796,0.889463,0.995662,0.994762,0.992443,0.700000,0.000000
0.993796,0.994804,0.816748,0.994762,0.992443,0.500000,0.000000
0.993796,0.994804,0.579676,0.424078,0.992443,0.500000,0.000000
0.993796,0.855653,0.295339,0.186129,0.992443,0.500000,1.000000
0.993796,0.847057,0.689307,0.846552,0.992443,0.600000,0.000000
0.993796,0.994804,0.621092,0.596614,0.940296,0.300000,0.000000
0.780004,0.396200,0.363404,0.513091,0.992443,0.200000,1.000000
0.071703,0.130632,0.264504,0.994762,0.992443,0.200000,1.000000
0.993796,0.877945,0.714276,0.994762,0.992443,0.000000,0.000000
0.993796,0.994804,0.995662,0.525596,0.180309,0.000000,1.000000
0.993796,0.278994,0.129149,0.089548,0.140939,0.500000,1.000000
0.993796,0.863663,0.995662,0.994762,0.992443,0.500000,0.000000
0.993796,0.727858,0.995662,0.994762,0.992443,0.600000,0.000000
0.993796,0.577359,0.373315,0.994762,0.992443,0.600000,1.000000
0.993796,0.306663,0.123242,0.072875,0.992443,0.500000,1.000000
0.993796,0.994804,0.818636,0.728454,0.992443,0.300000,0.000000
0.993796,0.671025,0.633008,0.918267,0.992443,0.300000,0.000000
0.443031,0.408522,0.567996,0.994762,0.992443,0.200000,0.000000
0.217724,0.423077,0.995662,0.994762,0.876147,0.000000,0.000000
0.993796,0.994804,0.859624,0.584171,0.609609,0.000000,0.000000
0.560236,0.400693,0.456411,0.994762,0.992443,0.400000,0.000000
0.168095,0.180053,0.279698,0.994762,0.992443,0.300000,1.000000
0.993796,0.867353,0.705345,0.865462,0.992443,0.500000,0.000000
0.993796,0.732469,0.593658,0.727259,0.992443,0.400000,0.000000
0.671060,0.382092,0.375454,0.575282,0.992443,0.500000,1.000000
0.164438,0.083082,0.092713,0.166511,0.992443,0.500000,1.000000
0.993796,0.880461,0.715957,0.994762,0.992443,0.500000,0.000000
0.993796,0.744001,0.603816,0.745638,0.992443,0.600000,0.000000
0.993796,0.596549,0.386143,0.386295,0.992443,0.700000,1.000000
0.993796,0.994804,0.204819,0.105971,0.085979,0.500000,1.000000
0.993796,0.847007,0.688886,0.845568,0.992443,0.500000,0.000000
0.993796,0.711375,0.577507,0.708876,0.992443,0.500000,0.000000
0.993796,0.423193,0.340520,0.417616,0.992443,0.500000,1.000000
0.296285,0.077471,0.056201,0.068196,0.299184,0.500000,1.000000
0.993796,0.928935,0.756174,0.928386,0.992443,0.600000,0.000000
0.993796,0.994804,0.693351,0.668862,0.992443,0.500000,0.000000
0.993796,0.780071,0.456784,0.429088,0.679875,0.600000,0.000000
0.993796,0.994804,0.222808,0.146972,0.170095,0.500000,1.000000
0.993796,0.847079,0.689115,0.846060,0.992443,1.000000,0.000000
0.206833,0.582045,0.995662,0.994762,0.743585,0.900000,0.000000
0.098220,0.122799,0.208575,0.994762,0.992443,0.700000,1.000000
0.993796,0.860753,0.700143,0.859344,0.992443,0.500000,0.000000
0.993796,0.724370,0.588873,0.723682,0.992443,0.500000,0.000000
